heart_rate,spo2,sys_bp,network_latency,packet_size,anomaly_score,threat_type,ACTION_LABEL
110,96,97,52,132,0.5419153137246807,Irregular_Heartbeat,MONITOR
51,87,119,86,536,0.4980998714792292,Irregular_Heartbeat,MONITOR
83,95,109,25,793,0.010186425836510804,Normal_Vitals,NO_ACTION
142,97,116,687,30705,0.8849117728374775,Ransomware_Pattern,ISOLATE
171,97,106,1642,6768,0.8617340936223472,Ransomware_Pattern,ISOLATE
155,92,104,644,88178,0.9543254683379445,Ransomware_Pattern,ISOLATE
79,95,124,28,189,0.16231057897176068,Normal_Vitals,NO_ACTION
47,100,127,70,535,0.5815217953816952,Irregular_Heartbeat,MONITOR
179,98,146,1035,67163,0.9468088544365296,Ransomware_Pattern,ISOLATE
0,0,148,22,452,0.13316516511745893,False_Positive_Glitch,ROLLBACK
68,98,102,41,570,0.0911101285201226,Normal_Vitals,NO_ACTION
68,95,141,24,574,0.10850291106830148,Normal_Vitals,NO_ACTION
72,99,114,21,494,0.13112253015576264,Normal_Vitals,NO_ACTION
0,0,135,39,226,0.14674034896406388,False_Positive_Glitch,ROLLBACK
84,95,120,34,730,0.04984534649568412,Normal_Vitals,NO_ACTION
0,0,102,11,205,0.16709548458030854,False_Positive_Glitch,ROLLBACK
77,95,133,22,425,0.08415410021772,Normal_Vitals,NO_ACTION
169,95,102,861,12781,0.9615257251045009,Ransomware_Pattern,ISOLATE
64,98,100,26,621,0.05818350901404132,Normal_Vitals,NO_ACTION
161,99,104,1180,58681,0.852570973062642,Ransomware_Pattern,ISOLATE
75,100,116,15,644,0.09237345594802883,Normal_Vitals,NO_ACTION
63,98,126,40,691,0.01782178401746206,Normal_Vitals,NO_ACTION
99,97,106,31,234,0.2791327350227313,Normal_Vitals,NO_ACTION
0,0,113,25,679,0.15532359716070626,False_Positive_Glitch,ROLLBACK
52,99,118,56,553,0.38004097737070575,Irregular_Heartbeat,MONITOR
0,0,117,30,580,0.19169241239194484,False_Positive_Glitch,ROLLBACK
148,91,159,401,87393,0.8853905561915534,Ransomware_Pattern,ROLLBACK
165,98,133,483,7449,0.8855256353400389,Ransomware_Pattern,ISOLATE
79,95,120,15,490,0.051968304629255446,Normal_Vitals,NO_ACTION
146,98,123,758,9160,0.8928976271098293,Ransomware_Pattern,ISOLATE
131,95,141,472,55796,0.9795805657713517,Ransomware_Pattern,ISOLATE
131,96,129,1381,79451,0.9059575940915728,Ransomware_Pattern,ISOLATE
60,99,127,22,409,0.09938085072034958,Normal_Vitals,NO_ACTION
66,98,106,24,453,0.286212711629294,Normal_Vitals,NO_ACTION
144,103,109,274,71849,0.8737947119977341,Ransomware_Pattern,ISOLATE
70,97,85,29,598,0.17048993137850213,Normal_Vitals,NO_ACTION
71,97,130,-2,498,0.25357578827948163,Normal_Vitals,NO_ACTION
105,98,101,95,522,0.4906851515500939,Irregular_Heartbeat,MONITOR
63,97,124,12,686,0.1544588189375453,Normal_Vitals,NO_ACTION
157,95,120,724,25436,0.9387011499688573,Ransomware_Pattern,ISOLATE
155,92,139,793,32941,0.9500941228237898,Ransomware_Pattern,ISOLATE
78,97,138,29,762,0.11982506065578574,Normal_Vitals,NO_ACTION
62,98,94,33,819,0.1269171450181662,Normal_Vitals,NO_ACTION
78,99,140,23,505,0.0604590557144264,Normal_Vitals,NO_ACTION
64,97,112,16,479,0.05954465216084229,Normal_Vitals,NO_ACTION
131,94,107,631,71319,0.899707169395739,Ransomware_Pattern,ISOLATE
50,95,147,74,768,0.5497133506557788,Irregular_Heartbeat,MONITOR
83,99,133,18,475,0.04321751218956231,Normal_Vitals,NO_ACTION
60,100,82,8,136,0.1833057982824194,Normal_Vitals,NO_ACTION
79,97,154,3,331,0.12650343405993705,Normal_Vitals,NO_ACTION
63,100,114,21,238,0.18020945445751774,Normal_Vitals,NO_ACTION
73,100,163,30,608,0.05673393617406666,Normal_Vitals,NO_ACTION
97,97,122,10,536,0.22607316442211822,Normal_Vitals,NO_ACTION
152,97,137,1813,69381,0.9968982570121838,Ransomware_Pattern,ISOLATE
171,99,113,795,44641,0.983840940416775,Ransomware_Pattern,ISOLATE
53,96,133,63,353,0.40053816147921617,Irregular_Heartbeat,MONITOR
163,98,113,711,79446,0.9873855750912285,Ransomware_Pattern,ISOLATE
111,94,130,82,552,0.5029207761031154,Irregular_Heartbeat,MONITOR
92,100,112,21,507,0.21154632538443943,Normal_Vitals,NO_ACTION
88,97,138,8,805,0.05275348516717344,Normal_Vitals,NO_ACTION
99,97,132,8,406,0.2314639074706874,Normal_Vitals,NO_ACTION
0,0,130,17,222,0.11834072563977328,False_Positive_Glitch,ROLLBACK
139,95,132,1264,19159,0.8542620812908014,Ransomware_Pattern,ISOLATE
47,95,121,84,200,0.5384864176012472,Irregular_Heartbeat,MONITOR
84,100,134,28,453,0.09607066164411877,Normal_Vitals,NO_ACTION
0,0,125,20,305,0.1587156187124232,False_Positive_Glitch,ROLLBACK
0,0,123,18,496,0.12889664226145892,False_Positive_Glitch,ROLLBACK
92,99,112,29,508,0.05338984079808966,Normal_Vitals,NO_ACTION
83,98,121,20,549,0.004870667570017328,Normal_Vitals,NO_ACTION
96,99,139,5,839,0.2963463984752619,Normal_Vitals,NO_ACTION
77,97,127,-7,891,0.14150621502648275,Normal_Vitals,NO_ACTION
112,94,140,68,168,0.4934391542091597,Irregular_Heartbeat,MONITOR
163,98,119,346,12745,0.9578406895617277,Ransomware_Pattern,ISOLATE
61,95,113,9,659,0.018622057376300072,Normal_Vitals,NO_ACTION
146,98,131,1170,74337,0.8982900164070605,Ransomware_Pattern,ISOLATE
98,98,125,3,228,0.1858282436724433,Normal_Vitals,NO_ACTION
138,95,111,678,36638,0.8876199081776293,Ransomware_Pattern,ISOLATE
69,97,127,8,626,0.106577541036194,Normal_Vitals,NO_ACTION
71,99,126,35,605,0.02839045183821035,Normal_Vitals,NO_ACTION
163,96,104,1365,29368,0.9778909488600684,Ransomware_Pattern,ISOLATE
174,94,125,1184,91478,0.9876704841001054,Ransomware_Pattern,ISOLATE
0,0,125,9,497,0.17341085282236574,False_Positive_Glitch,ROLLBACK
79,97,128,14,358,0.1813174338555348,Normal_Vitals,NO_ACTION
108,92,141,74,224,0.5653812869216341,Irregular_Heartbeat,MONITOR
100,100,143,18,516,0.12535734208198546,Normal_Vitals,NO_ACTION
160,97,103,312,18889,0.9564571950197417,Ransomware_Pattern,MONITOR
96,95,135,29,335,0.02934075900376537,Normal_Vitals,NO_ACTION
74,96,84,24,605,0.2642553479943835,Normal_Vitals,NO_ACTION
107,90,138,97,954,0.36442937980735257,Irregular_Heartbeat,MONITOR
67,97,117,13,540,0.26050149502990483,Normal_Vitals,NO_ACTION
112,92,113,56,588,0.3598990394450162,Irregular_Heartbeat,ISOLATE
162,95,112,1186,70023,0.968890598549561,Ransomware_Pattern,ISOLATE
91,97,89,34,521,0.1938098231785382,Normal_Vitals,NO_ACTION
177,96,129,869,38718,0.962386589768277,Ransomware_Pattern,ISOLATE
76,95,131,10,829,0.1900689487834677,Normal_Vitals,NO_ACTION
92,96,136,13,451,0.10381996616760956,Normal_Vitals,NO_ACTION
167,97,98,1140,6522,0.9125986770778708,Ransomware_Pattern,ISOLATE
160,96,101,780,28064,0.8801885328026243,Ransomware_Pattern,ISOLATE
70,100,104,13,270,0.2442999194797976,Normal_Vitals,NO_ACTION
120,93,133,65,589,0.4028465052091609,Irregular_Heartbeat,MONITOR
172,100,131,858,21366,0.8831419125655946,Ransomware_Pattern,ISOLATE
49,96,107,68,593,0.5365388164480743,Irregular_Heartbeat,MONITOR
90,100,139,14,283,0.033784820995065266,Normal_Vitals,NO_ACTION
71,95,119,26,-17,0.2998327329754301,Normal_Vitals,NO_ACTION
137,96,100,595,51801,0.9743154012340927,Ransomware_Pattern,ISOLATE
136,93,111,851,24341,0.9463256715025536,Ransomware_Pattern,ISOLATE
71,97,124,18,-58,0.02932190336102972,Normal_Vitals,NO_ACTION
46,93,116,56,173,0.3884321305549333,Irregular_Heartbeat,MONITOR
0,0,139,21,660,0.11681038932726269,False_Positive_Glitch,ROLLBACK
96,100,122,37,292,0.13929570703724145,Normal_Vitals,NO_ACTION
78,99,96,44,591,0.07526252751358915,Normal_Vitals,NO_ACTION
0,0,124,28,476,0.1694154008178546,False_Positive_Glitch,ROLLBACK
77,98,127,24,477,0.11350770213031265,Normal_Vitals,NO_ACTION
0,0,128,11,937,0.15647148922033582,False_Positive_Glitch,ROLLBACK
77,100,120,27,508,0.18743328378581636,Normal_Vitals,NO_ACTION
85,97,127,2,728,0.17599513616338433,Normal_Vitals,NO_ACTION
79,97,83,5,465,0.09420938753443638,Normal_Vitals,NO_ACTION
60,97,120,29,547,0.01899023099740684,Normal_Vitals,NO_ACTION
95,99,127,13,99,0.228725954874476,Normal_Vitals,NO_ACTION
91,97,132,12,523,0.256927423802254,Normal_Vitals,NO_ACTION
95,97,101,27,404,0.27519551871108344,Normal_Vitals,NO_ACTION
46,104,153,80,731,0.3911022192773154,Irregular_Heartbeat,MONITOR
179,92,134,686,37918,0.9881385490295481,Ransomware_Pattern,ISOLATE
0,0,119,29,750,0.13179743177182038,False_Positive_Glitch,ROLLBACK
48,101,119,66,526,0.5119717896941809,Irregular_Heartbeat,MONITOR
77,100,131,15,412,0.1023806565385106,Normal_Vitals,ROLLBACK
163,95,130,1049,49082,0.8953955094890176,Ransomware_Pattern,ISOLATE
64,95,79,4,373,0.038365762687051615,Normal_Vitals,NO_ACTION
83,95,92,15,634,0.10358772443630174,Normal_Vitals,NO_ACTION
108,95,107,64,403,0.5253236237330279,Irregular_Heartbeat,ISOLATE
65,95,139,24,690,0.2781532809556165,Normal_Vitals,NO_ACTION
82,100,152,16,339,0.09809106914638557,Normal_Vitals,NO_ACTION
152,98,111,1417,73414,0.8921413752513253,Ransomware_Pattern,ISOLATE
96,99,121,13,442,0.059219864977257716,Normal_Vitals,NO_ACTION
117,96,123,80,252,0.5280221055716696,Irregular_Heartbeat,MONITOR
146,96,99,920,8124,0.9292859222634549,Ransomware_Pattern,ISOLATE
108,94,120,97,611,0.5946990955942918,Irregular_Heartbeat,MONITOR
71,95,126,23,542,0.049271461046768474,Normal_Vitals,NO_ACTION
120,94,109,87,685,0.5838356127326438,Irregular_Heartbeat,MONITOR
89,99,142,29,499,0.020643005781375724,Normal_Vitals,NO_ACTION
140,95,132,1188,95232,0.9223534236132349,Ransomware_Pattern,ISOLATE
116,99,100,75,421,0.4727699256618355,Irregular_Heartbeat,ISOLATE
84,95,100,29,671,0.19971347956602922,Normal_Vitals,NO_ACTION
90,95,111,12,729,0.13279624439867718,Normal_Vitals,NO_ACTION
88,96,127,33,711,0.2716303942246654,Normal_Vitals,NO_ACTION
178,90,104,1451,13037,0.8814251035920199,Ransomware_Pattern,ISOLATE
84,97,135,26,418,0.0734093559483892,Normal_Vitals,NO_ACTION
168,94,130,553,55664,0.9829350272764579,Ransomware_Pattern,ISOLATE
62,95,109,5,536,0.25851162362665786,Normal_Vitals,NO_ACTION
0,0,113,18,614,0.11451396431170324,False_Positive_Glitch,ROLLBACK
46,99,108,54,304,0.4420455709003489,Irregular_Heartbeat,MONITOR
178,98,116,893,51458,0.8742959541152048,Ransomware_Pattern,ISOLATE
0,0,126,29,848,0.1950503318240614,False_Positive_Glitch,ROLLBACK
98,96,131,23,246,0.1349596629159404,Normal_Vitals,NO_ACTION
135,103,106,745,38409,0.9801586120819543,Ransomware_Pattern,ISOLATE
173,95,131,1670,95730,0.9415039644069949,Ransomware_Pattern,ISOLATE
66,99,132,24,389,0.23634760652931147,Normal_Vitals,NO_ACTION
178,97,112,1045,8163,0.9246647275027193,Ransomware_Pattern,ISOLATE
85,97,139,28,292,0.019035534484499593,Normal_Vitals,NO_ACTION
161,100,113,1180,97009,0.8903482625945496,Ransomware_Pattern,ISOLATE
69,96,149,15,428,0.0008702779671391103,Normal_Vitals,NO_ACTION
78,99,102,17,330,0.26750736338339204,Normal_Vitals,NO_ACTION
154,95,119,769,85404,0.9797528468464918,Ransomware_Pattern,ISOLATE
113,98,125,71,160,0.5951587889576735,Irregular_Heartbeat,MONITOR
169,96,85,454,6924,0.9595861063082514,Ransomware_Pattern,ISOLATE
69,99,87,37,711,0.19719315302122464,Normal_Vitals,NO_ACTION
107,92,116,52,694,0.5962456351894173,Irregular_Heartbeat,MONITOR
143,96,120,368,20391,0.8863952206201108,Ransomware_Pattern,ISOLATE
68,96,109,13,271,0.031796783613791256,Normal_Vitals,NO_ACTION
171,95,130,846,31485,0.8526966161402594,Ransomware_Pattern,ISOLATE
0,0,115,11,583,0.14275542769697688,False_Positive_Glitch,ISOLATE
109,99,107,88,651,0.4761737307150896,Irregular_Heartbeat,MONITOR
163,93,112,1220,52546,0.9825487710088057,Ransomware_Pattern,ISOLATE
143,93,115,750,95602,0.8719892617799375,Ransomware_Pattern,ISOLATE
175,97,119,437,93834,0.9156887776510994,Ransomware_Pattern,ISOLATE
134,91,132,917,24564,0.9710380908485715,Ransomware_Pattern,ISOLATE
79,99,131,18,912,0.29375242211003266,Normal_Vitals,NO_ACTION
72,99,139,33,512,0.21578054662876459,Normal_Vitals,NO_ACTION
91,97,128,15,765,0.006303219572372842,Normal_Vitals,NO_ACTION
138,95,145,907,36305,0.9586364605431876,Ransomware_Pattern,ISOLATE
95,99,107,9,665,0.2543312699566405,Normal_Vitals,NO_ACTION
108,96,124,95,695,0.5054577550779591,Irregular_Heartbeat,MONITOR
88,99,99,7,584,0.16615143531179982,Normal_Vitals,NO_ACTION
167,94,110,1212,29506,0.8990366522594758,Ransomware_Pattern,ISOLATE
82,95,131,12,349,0.15944048517197704,Normal_Vitals,NO_ACTION
0,0,120,39,-65,0.12257067027935964,False_Positive_Glitch,ROLLBACK
69,100,124,19,653,0.03711194216561664,Normal_Vitals,NO_ACTION
65,98,98,17,527,0.12334125551265501,Normal_Vitals,NO_ACTION
76,98,105,19,361,0.2807045055386795,Normal_Vitals,NO_ACTION
106,98,111,98,671,0.5856214008890177,Irregular_Heartbeat,MONITOR
114,95,102,68,233,0.42907657671678956,Irregular_Heartbeat,MONITOR
73,97,135,22,652,0.011112722779895123,Normal_Vitals,NO_ACTION
77,98,173,18,187,0.09790479387246949,Normal_Vitals,NO_ACTION
99,98,136,25,626,0.1053366121865786,Normal_Vitals,NO_ACTION
81,99,119,5,605,0.1151258968186236,Normal_Vitals,NO_ACTION
118,98,141,87,705,0.5579812060920913,Irregular_Heartbeat,MONITOR
100,97,117,37,431,0.22894234527695312,Normal_Vitals,NO_ACTION
0,0,95,7,848,0.18256185649043366,False_Positive_Glitch,ROLLBACK
165,99,97,757,75900,0.9299613618684982,Ransomware_Pattern,ISOLATE
138,95,123,628,13195,0.9019292759045123,Ransomware_Pattern,ISOLATE
149,92,136,1532,71619,0.9316625468851241,Ransomware_Pattern,ISOLATE
41,97,120,94,418,0.41575477729841703,Irregular_Heartbeat,MONITOR
93,98,114,18,533,0.034914284389898374,Normal_Vitals,NO_ACTION
0,0,104,32,649,0.17343521584576388,False_Positive_Glitch,ROLLBACK
162,96,115,632,52629,0.9095211365055698,Ransomware_Pattern,ISOLATE
64,99,119,29,515,0.2728165232756813,Normal_Vitals,NO_ACTION
155,95,109,413,74391,0.8616841165158903,Ransomware_Pattern,ISOLATE
87,97,150,24,463,0.2728973307620989,Normal_Vitals,NO_ACTION
120,99,127,76,599,0.39707833881137455,Irregular_Heartbeat,MONITOR
62,96,113,25,581,0.16014160927061544,Normal_Vitals,NO_ACTION
175,98,105,529,99440,0.8970000451833617,Ransomware_Pattern,ISOLATE
93,99,92,-1,662,0.16649370788007148,Normal_Vitals,NO_ACTION
136,96,128,459,98855,0.9778575732862562,Ransomware_Pattern,ISOLATE
0,0,127,13,523,0.12686797577066852,False_Positive_Glitch,ROLLBACK
149,96,118,268,79330,0.9154254864273523,Ransomware_Pattern,ISOLATE
170,98,111,1515,48297,0.9320866077605189,Ransomware_Pattern,ISOLATE
89,97,93,16,832,0.057250538204837484,Normal_Vitals,NO_ACTION
159,98,113,380,12256,0.9523849690887757,Ransomware_Pattern,ISOLATE
139,101,105,471,9276,0.9213459124215788,Ransomware_Pattern,ISOLATE
61,100,136,19,420,0.1181287431702898,Normal_Vitals,NO_ACTION
119,96,84,85,506,0.3765419891075079,Irregular_Heartbeat,MONITOR
73,95,122,22,720,0.18194763798229277,Normal_Vitals,NO_ACTION
115,98,123,82,839,0.39437223950228256,Irregular_Heartbeat,MONITOR
142,98,116,1043,87179,0.8685804345806583,Ransomware_Pattern,ISOLATE
62,96,89,-6,523,0.09362419070086771,Normal_Vitals,NO_ACTION
144,93,118,1973,16322,0.9307766959437389,Ransomware_Pattern,ISOLATE
60,97,97,9,1056,0.25675350062286423,Normal_Vitals,NO_ACTION
162,92,102,1257,50708,0.8713407772341715,Ransomware_Pattern,ISOLATE
53,90,97,100,620,0.5722210530500002,Irregular_Heartbeat,MONITOR
49,91,116,82,713,0.39853879587528135,Irregular_Heartbeat,MONITOR
146,99,137,1915,40016,0.8742276618894995,Ransomware_Pattern,ISOLATE
48,93,114,89,673,0.3859302178767364,Irregular_Heartbeat,ROLLBACK
64,97,135,12,556,0.030796007172375305,Normal_Vitals,NO_ACTION
95,99,123,27,217,0.2602143225450098,Normal_Vitals,NO_ACTION
119,93,137,63,722,0.5098652952068298,Irregular_Heartbeat,MONITOR
75,99,112,21,653,0.2805487829111041,Normal_Vitals,NO_ACTION
65,99,118,36,576,0.10038332238489393,Normal_Vitals,NO_ACTION
99,97,129,32,194,0.23519704187245993,Normal_Vitals,NO_ACTION
131,92,131,209,6514,0.9882165814183648,Ransomware_Pattern,ISOLATE
110,97,117,58,97,0.5197667954358913,Irregular_Heartbeat,MONITOR
41,96,108,84,479,0.3596049971493608,Irregular_Heartbeat,MONITOR
105,92,117,50,679,0.4777699711583272,Irregular_Heartbeat,MONITOR
46,96,122,90,706,0.46951717647846714,Irregular_Heartbeat,MONITOR
136,98,142,664,69654,0.8681756651332871,Ransomware_Pattern,ISOLATE
120,96,129,65,512,0.378546029541777,Irregular_Heartbeat,MONITOR
75,99,119,11,350,0.21254910683359263,Normal_Vitals,NO_ACTION
0,0,123,38,332,0.14993392856722385,False_Positive_Glitch,ROLLBACK
76,98,144,16,720,0.07549973785488759,Normal_Vitals,NO_ACTION
70,97,131,25,660,0.29507801999119704,Normal_Vitals,NO_ACTION
85,96,107,20,702,0.2320538028511884,Normal_Vitals,NO_ACTION
93,100,112,12,538,0.10405675969438168,Normal_Vitals,NO_ACTION
0,0,89,14,511,0.18649315934963218,False_Positive_Glitch,ROLLBACK
118,100,117,99,466,0.550286276423914,Irregular_Heartbeat,MONITOR
142,99,106,841,13459,0.9793791162620686,Ransomware_Pattern,ISOLATE
82,95,107,22,524,0.1182585430992164,Normal_Vitals,NO_ACTION
148,96,112,934,93578,0.9541881244828526,Ransomware_Pattern,ISOLATE
87,96,109,27,675,0.0015745940641270107,Normal_Vitals,NO_ACTION
87,97,107,17,698,0.09251463581813581,Normal_Vitals,NO_ACTION
0,0,117,22,819,0.101893928936316,False_Positive_Glitch,NO_ACTION
96,97,135,25,329,0.24353231876403159,Normal_Vitals,NO_ACTION
113,101,116,61,762,0.5307116386012359,Irregular_Heartbeat,MONITOR
142,91,111,986,77932,0.9247219517240928,Ransomware_Pattern,ISOLATE
76,97,118,27,830,0.22758644707415052,Normal_Vitals,NO_ACTION
175,88,106,1010,8469,0.8979020649560105,Ransomware_Pattern,ISOLATE
157,92,101,1043,6407,0.9204027728760581,Ransomware_Pattern,ISOLATE
94,95,113,32,497,0.1222151743300281,Normal_Vitals,ROLLBACK
47,95,117,66,708,0.3950709999088845,Irregular_Heartbeat,MONITOR
51,93,132,50,544,0.40900311294811204,Irregular_Heartbeat,MONITOR
120,98,140,80,470,0.38958963039194683,Irregular_Heartbeat,MONITOR
63,97,130,9,254,0.2868354426638019,Normal_Vitals,NO_ACTION
149,97,88,1190,34178,0.946744833655175,Ransomware_Pattern,ISOLATE
48,96,110,71,572,0.4402183996006186,Irregular_Heartbeat,MONITOR
0,0,108,28,557,0.16280152420467597,False_Positive_Glitch,ROLLBACK
92,96,105,32,1046,0.0073436592260287085,Normal_Vitals,NO_ACTION
178,90,125,226,30707,0.902032636293661,Ransomware_Pattern,ISOLATE
171,95,133,1536,52428,0.8725045710252801,Ransomware_Pattern,ISOLATE
63,98,130,22,190,0.23700216621983147,Normal_Vitals,NO_ACTION
68,96,131,22,371,0.022844066186214318,Normal_Vitals,NO_ACTION
109,95,89,62,375,0.46383952980868787,Irregular_Heartbeat,MONITOR
98,97,138,25,150,0.1118742877218199,Normal_Vitals,NO_ACTION
148,92,135,1122,85803,0.9881504648398709,Ransomware_Pattern,ISOLATE
95,99,151,15,938,0.13106127594989725,Normal_Vitals,NO_ACTION
100,100,126,8,655,0.27533082432967854,Normal_Vitals,NO_ACTION
78,97,94,26,849,0.14942677795428533,Normal_Vitals,NO_ACTION
76,100,123,15,12,0.19473186495499384,Normal_Vitals,NO_ACTION
140,98,99,409,15777,0.967573429405186,Ransomware_Pattern,ISOLATE
99,99,153,16,256,0.22877149739543623,Normal_Vitals,NO_ACTION
81,97,117,14,723,0.06290043899979528,Normal_Vitals,NO_ACTION
132,93,94,1071,81380,0.8677359864804801,Ransomware_Pattern,ISOLATE
112,96,95,99,598,0.5608386827315732,Irregular_Heartbeat,MONITOR
118,98,117,97,460,0.5674627456853829,Irregular_Heartbeat,MONITOR
165,95,79,829,83184,0.9449103416224411,Ransomware_Pattern,ISOLATE
132,90,131,1157,19227,0.9944873921888774,Ransomware_Pattern,ISOLATE
168,94,122,1387,82662,0.9570911560262737,Ransomware_Pattern,ISOLATE
94,98,95,17,435,0.060696101237338894,Normal_Vitals,NO_ACTION
131,95,84,1276,16130,0.8827364576557347,Ransomware_Pattern,ISOLATE
100,97,113,34,811,0.2557876077034788,Normal_Vitals,NO_ACTION
160,95,123,1908,64523,0.8957385037385015,Ransomware_Pattern,ISOLATE
175,91,125,285,67109,0.8751501327522158,Ransomware_Pattern,ISOLATE
88,97,123,29,941,0.14474265547235765,Normal_Vitals,NO_ACTION
54,94,106,75,557,0.38330837061916034,Irregular_Heartbeat,MONITOR
54,94,151,95,615,0.479024354056082,Irregular_Heartbeat,MONITOR
68,100,135,28,238,0.28865411321707957,Normal_Vitals,NO_ACTION
0,0,119,20,508,0.1290635429283694,False_Positive_Glitch,ROLLBACK
88,96,109,17,288,0.21011416251955164,Normal_Vitals,NO_ACTION
49,99,128,69,254,0.5094500919818544,Irregular_Heartbeat,MONITOR
41,96,132,70,100,0.5091226717154005,Irregular_Heartbeat,MONITOR
131,98,87,1119,72465,0.8556320685742483,Ransomware_Pattern,ISOLATE
69,95,90,28,548,0.0018212616733493947,Normal_Vitals,NO_ACTION
0,0,121,16,437,0.10337361600593122,False_Positive_Glitch,ROLLBACK
146,94,129,1829,58480,0.9911932355252322,Ransomware_Pattern,ISOLATE
97,99,105,1,513,0.29800174021888115,Normal_Vitals,NO_ACTION
162,94,126,561,28644,0.9849313412818879,Ransomware_Pattern,ISOLATE
83,100,131,19,533,0.20012496912927955,Normal_Vitals,NO_ACTION
99,97,122,27,488,0.013550395142307313,Normal_Vitals,NO_ACTION
93,95,128,16,954,0.08755061906506825,Normal_Vitals,NO_ACTION
88,100,116,23,558,0.1814127798093022,Normal_Vitals,NO_ACTION
66,98,104,12,149,0.28172398338228977,Normal_Vitals,NO_ACTION
77,100,121,9,536,0.1831926817274769,Normal_Vitals,NO_ACTION
98,98,120,0,909,0.021778796978052937,Normal_Vitals,NO_ACTION
63,99,124,25,509,0.04407761709984524,Normal_Vitals,NO_ACTION
66,100,133,18,570,0.04603405122773587,Normal_Vitals,NO_ACTION
114,95,96,60,740,0.35142563829287515,Irregular_Heartbeat,MONITOR
166,92,119,1314,70376,0.9932151754209952,Ransomware_Pattern,ISOLATE
165,88,95,1474,96221,0.9295784675816772,Ransomware_Pattern,ISOLATE
152,96,131,507,34053,0.9457408331079674,Ransomware_Pattern,ISOLATE
167,100,105,1952,91236,0.8841158150626788,Ransomware_Pattern,ISOLATE
105,93,150,74,552,0.43949590355724477,Irregular_Heartbeat,MONITOR
89,100,114,35,232,0.13992790387156087,Normal_Vitals,NO_ACTION
69,100,107,21,25,0.026951290637099688,Normal_Vitals,NO_ACTION
134,94,133,652,73516,0.9282899297172498,Ransomware_Pattern,ISOLATE
116,98,137,80,285,0.4845331010288898,Irregular_Heartbeat,MONITOR
180,95,96,903,24550,0.873051240739738,Ransomware_Pattern,ISOLATE
92,99,127,30,658,0.016499360050076795,Normal_Vitals,NO_ACTION
0,0,126,19,303,0.11760613976318002,False_Positive_Glitch,ROLLBACK
144,92,135,670,88799,0.9674668040012745,Ransomware_Pattern,ISOLATE
148,95,133,955,10842,0.9695955930865984,Ransomware_Pattern,ISOLATE
73,97,129,16,599,0.018697872077725684,Normal_Vitals,NO_ACTION
166,98,134,433,84847,0.8822236458850766,Ransomware_Pattern,ISOLATE
68,99,127,10,502,0.2367622887068156,Normal_Vitals,NO_ACTION
174,97,109,1029,90904,0.8925354088682319,Ransomware_Pattern,ISOLATE
97,98,128,4,595,0.032755981622627973,Normal_Vitals,NO_ACTION
0,0,117,9,613,0.1997262524294009,False_Positive_Glitch,ROLLBACK
71,96,133,29,313,0.20527967897893243,Normal_Vitals,NO_ACTION
90,96,116,20,445,0.27062588189108844,Normal_Vitals,NO_ACTION
98,98,109,8,789,0.15541108755685565,Normal_Vitals,NO_ACTION
85,99,123,4,916,0.058464155969485974,Normal_Vitals,NO_ACTION
100,98,127,21,638,0.04129195827413137,Normal_Vitals,NO_ACTION
149,95,105,1577,34252,0.8684061599829054,Ransomware_Pattern,ISOLATE
78,100,118,36,299,0.05457705516109083,Normal_Vitals,NO_ACTION
96,96,107,29,233,0.254041283777151,Normal_Vitals,NO_ACTION
108,96,103,70,847,0.3839946815912371,Irregular_Heartbeat,MONITOR
149,96,124,502,76382,0.8622034264438272,Ransomware_Pattern,ISOLATE
67,99,111,16,442,0.12136708573614921,Normal_Vitals,NO_ACTION
41,94,106,73,877,0.4904915293465107,Irregular_Heartbeat,MONITOR
113,96,128,88,251,0.5197907628493679,Irregular_Heartbeat,MONITOR
170,93,128,1008,12659,0.906862609867092,Ransomware_Pattern,ISOLATE
67,98,128,29,373,0.2655912883144229,Normal_Vitals,NO_ACTION
42,100,113,53,178,0.4487313364286558,Irregular_Heartbeat,MONITOR
117,95,124,89,623,0.4662374109494114,Irregular_Heartbeat,MONITOR
163,96,126,747,22810,0.9309047896233948,Ransomware_Pattern,ISOLATE
64,98,100,25,394,0.05871841511778579,Normal_Vitals,NO_ACTION
45,93,144,93,689,0.5845076814272536,Irregular_Heartbeat,MONITOR
136,89,134,1063,10348,0.8824270571771401,Ransomware_Pattern,ISOLATE
90,97,123,7,278,0.05477204987174881,Normal_Vitals,NO_ACTION
46,100,139,86,434,0.4811169792567188,Irregular_Heartbeat,MONITOR
95,95,114,9,477,0.014192542959172138,Normal_Vitals,NO_ACTION
73,96,97,11,388,0.22826692896049036,Normal_Vitals,ISOLATE
0,0,102,13,318,0.11481272753494026,False_Positive_Glitch,ROLLBACK
131,95,115,1880,31770,0.878587604342026,Ransomware_Pattern,ISOLATE
151,98,126,688,51850,0.9257493675681341,Ransomware_Pattern,ISOLATE
148,98,113,285,10608,0.9923313768313791,Ransomware_Pattern,ISOLATE
94,96,134,16,308,0.22588968733842157,Normal_Vitals,NO_ACTION
167,96,144,1251,93115,0.8746957397748666,Ransomware_Pattern,ISOLATE
90,98,98,27,361,0.2967536828350001,Normal_Vitals,NO_ACTION
45,95,132,84,492,0.3543505762839184,Irregular_Heartbeat,MONITOR
