timestamp,alert_id,device_id,device_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,priority_label,group_id,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score,campaign_id
2024-01-19 06:26:09,ALT_358305,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.15.78,10.0.2.237,1123,65227,BLE,205,44,0.73,1,2,9020,3135,30.92,6,4,False,False,normal,0,INFO,,0.014223,0.012891,0.019952,
2024-02-05 03:48:24,ALT_222314,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.49.151,10.0.10.251,18422,8883,MQTT,362,14,0.23,1,2,5068,1842,31.86,3,0,True,False,normal,0,MEDIUM,,0.005754,0.154711,0.026971,
2024-02-11 18:05:16,ALT_588791,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.45.135,10.0.1.15,65524,80,HTTP,2000,958,15.97,39,189,1916000,1305938,48.13,18,6,False,True,mqtt_injection,35,MEDIUM,GRP_15299,0.738212,0.653806,0.312322,CAMP_048
2024-01-22 11:20:56,ALT_502754,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.42.185,10.0.1.101,33509,80,WiFi,425,30,0.5,1,0,12750,7006,59.05,11,0,False,False,normal,0,LOW,,0.032556,0.089743,0.099772,
2024-02-12 20:01:48,ALT_808512,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.30.199,10.0.8.118,58735,443,HTTPS,510,19,0.32,1,2,9690,2928,40.41,20,0,False,False,normal,0,INFO,,0.115535,0.160998,0.060805,
2024-01-24 21:36:17,ALT_292192,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.35.61,10.0.3.150,20858,80,WiFi,1401,306,5.1,33,40,428706,187089,12.14,21,2,False,False,ddos,40,MEDIUM,GRP_15962,0.798785,0.610788,0.336014,CAMP_039
2024-01-27 00:54:52,ALT_948404,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.37.204,10.0.9.205,47280,51586,BLE,501,19,0.32,1,4,9519,5766,25.08,0,5,True,True,normal,0,LOW,,0.08325,0.083632,0.076819,
2024-01-20 16:49:45,ALT_847905,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.43.51,10.0.3.80,47701,8080,WiFi,155,50,0.83,1,4,7750,4432,2.53,16,5,False,True,normal,0,LOW,,0.040782,0.151092,0.049499,
2024-01-20 07:15:25,ALT_311264,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.1.92,10.0.3.24,51914,80,HTTP,136,25,0.42,1,3,3400,1466,55.71,7,5,False,True,normal,0,LOW,,0.08719,0.113412,0.069098,
2024-02-10 19:10:26,ALT_734820,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.15.246,10.0.10.220,13163,80,WiFi,165,35,0.58,1,0,5775,2114,9.35,19,5,False,True,normal,0,INFO,,0.14727,0.176941,0.044378,
2024-01-26 01:48:31,ALT_605430,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.27.13,10.0.6.32,20566,1883,MQTT,501,24,0.4,1,1,12024,3764,3.77,1,4,True,False,normal,0,MEDIUM,,0.026046,0.055213,0.020705,
2024-02-11 18:39:10,ALT_137016,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.12.85,10.0.4.64,62547,443,WiFi,291,47,0.78,1,4,13677,4981,37.6,18,6,False,True,normal,0,LOW,,0.186856,0.183006,0.080025,
2024-01-19 17:12:20,ALT_559229,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.17.141,10.0.1.41,56959,443,WiFi,209,37,0.62,1,5,7733,4173,17.97,17,4,False,False,normal,0,INFO,,0.030839,0.029598,0.001185,
2024-02-01 05:50:30,ALT_163586,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.13.135,10.0.3.211,10390,1883,MQTT,447,18,0.3,1,1,8046,4417,30.42,5,3,True,False,normal,0,LOW,,0.11076,0.156244,0.021435,
2024-01-16 01:32:06,ALT_534326,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.33.14,10.0.8.92,44112,1883,MQTT,1217,725,12.08,21,12,882325,552744,6.79,1,1,True,False,mqtt_injection,35,CRITICAL,GRP_17965,0.904528,0.63853,0.191028,CAMP_028
2024-02-02 12:30:15,ALT_264833,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.13.163,10.0.6.7,59868,8883,MQTT,551,511,8.52,10,135,281561,106006,21.86,12,4,False,False,wifi_deauth,28,LOW,GRP_36126,0.638669,0.882941,0.375868,CAMP_006
2024-01-20 22:39:07,ALT_251412,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.44.153,10.0.5.241,33854,57938,BLE,1683,1487,24.78,7,178,2502621,1372655,48.19,22,5,False,True,ddos,40,MEDIUM,GRP_17648,0.807388,0.684728,0.491737,CAMP_011
2024-01-16 02:51:50,ALT_717734,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.26.131,10.0.5.40,42598,8080,WiFi,398,41,0.68,1,5,16318,8242,16.33,2,1,True,False,normal,0,INFO,,0.011768,0.077488,0.055364,
2024-01-30 04:19:36,ALT_457542,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.10.218,10.0.5.186,57779,8080,WiFi,474,37,0.62,1,3,17538,10403,11.61,4,1,True,False,normal,0,LOW,,0.066682,0.125756,0.018901,
2024-02-07 11:22:01,ALT_787689,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.47.210,10.0.3.183,53549,8883,MQTT,399,5,0.08,1,1,1995,1257,6.52,11,2,False,False,normal,0,LOW,,0.149728,0.007273,0.074204,
2024-01-30 23:26:42,ALT_995649,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.21.37,10.0.5.81,18630,80,WiFi,1021,1810,30.17,43,58,1848010,1034609,10.77,23,1,True,False,mitm_ssl_strip,38,MEDIUM,GRP_25542,0.822692,0.67436,0.177415,CAMP_009
2024-02-05 21:46:11,ALT_177659,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.24.45,10.0.6.44,48686,80,HTTP,198,23,0.38,1,1,4554,2039,8.9,21,0,False,False,normal,0,INFO,,0.167424,0.077919,0.02368,
2024-02-10 23:36:53,ALT_179602,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.50.239,10.0.5.71,45783,1883,MQTT,1107,1386,23.1,22,197,1534302,781909,47.4,23,5,True,True,wifi_deauth,25,MEDIUM,GRP_17432,0.93931,0.571393,0.156888,CAMP_013
2024-01-30 23:13:26,ALT_578902,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.41.155,10.0.1.76,24587,59188,BLE,354,26,0.43,1,5,9204,5767,18.55,23,1,True,False,normal,0,INFO,,0.112037,0.18818,0.097096,
2024-02-06 18:47:02,ALT_392225,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.40.140,10.0.2.66,18470,80,HTTP,268,38,0.63,1,5,10184,6524,40.19,18,1,False,False,normal,0,INFO,,0.127868,0.081262,0.072205,
2024-01-27 11:54:28,ALT_230272,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.2.211,10.0.9.203,46687,8883,MQTT,399,33,0.55,1,1,13167,6125,34.21,11,5,False,True,normal,0,MEDIUM,,0.170658,0.147737,0.006197,
2024-01-26 09:46:10,ALT_902566,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.4.200,10.0.8.238,53433,443,HTTPS,235,43,0.72,1,4,10105,6876,49.8,9,4,False,False,normal,0,INFO,,0.007602,0.130332,0.097134,
2024-01-27 06:38:55,ALT_520091,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.39.218,10.0.1.91,59285,1883,MQTT,1962,1852,30.87,39,46,3633624,2063996,40.89,6,5,False,True,ddos,40,HIGH,GRP_20574,0.737566,0.733815,0.22307,CAMP_022
2024-01-24 21:05:23,ALT_812357,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.32.95,10.0.7.207,28459,1883,MQTT,286,11,0.18,1,3,3146,1697,56.16,21,2,False,False,normal,0,MEDIUM,,0.174951,0.157111,0.052293,
2024-01-20 15:49:23,ALT_908829,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.43.227,10.0.2.36,8850,8883,MQTT,430,21,0.35,1,2,9030,5489,38.31,15,5,False,True,normal,0,INFO,,0.199249,0.007496,0.025211,
2024-01-20 00:19:41,ALT_730332,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.18.23,10.0.7.209,47460,8883,MQTT,388,31,0.52,1,0,12028,6389,38.79,0,5,True,True,normal,0,MEDIUM,,0.063458,0.143713,0.097824,
2024-02-04 23:02:47,ALT_631538,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.36.21,10.0.4.27,8585,8883,MQTT,764,1460,24.33,43,59,1115440,509889,4.46,23,6,True,True,replay_attack,28,CRITICAL,GRP_4680,0.629218,0.721526,0.251148,CAMP_041
2024-01-19 09:56:18,ALT_832392,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.43.12,10.0.10.106,51123,443,WiFi,1527,1584,26.4,15,143,2418768,1472661,39.62,9,4,False,False,ble_spoofing,30,MEDIUM,GRP_19961,0.746583,0.841333,0.350345,CAMP_001
2024-01-29 13:26:37,ALT_421443,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.17.146,10.0.8.127,18957,8883,MQTT,268,23,0.38,1,4,6164,2735,56.07,13,0,False,False,normal,0,MEDIUM,,0.031783,0.052796,0.024518,
2024-02-04 05:03:05,ALT_387855,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.43.162,10.0.6.132,47576,80,HTTP,327,28,0.47,1,5,9156,3141,48.51,5,6,True,True,normal,0,INFO,,0.053337,0.124723,0.050566,
2024-02-09 01:41:42,ALT_409809,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.46.40,10.0.6.88,9426,8883,MQTT,324,36,0.6,1,4,11664,6482,8.41,1,4,True,False,normal,0,INFO,,0.030441,0.010616,0.069263,
2024-01-21 16:45:49,ALT_523935,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.13.231,10.0.8.250,62484,52423,BLE,487,18,0.3,1,0,8766,6051,22.44,16,6,False,True,normal,0,INFO,,0.023956,0.101413,0.064362,
2024-02-05 17:20:40,ALT_995988,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.47.190,10.0.5.158,4586,80,WiFi,1239,1790,29.83,25,53,2217810,882392,39.62,17,0,False,False,buffer_overflow,45,HIGH,GRP_35653,0.892222,0.853445,0.202738,CAMP_005
2024-01-20 16:05:09,ALT_440927,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.27.54,10.0.7.160,30600,51580,BLE,171,25,0.42,1,2,4275,2085,49.55,16,5,False,True,normal,0,INFO,,0.033315,0.114447,0.0393,
2024-01-15 18:46:44,ALT_398119,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.6.253,10.0.4.214,8263,8883,MQTT,485,26,0.43,1,5,12610,6477,43.72,18,0,False,False,normal,0,MEDIUM,,0.122556,0.060149,0.031534,
2024-01-23 02:51:32,ALT_600679,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.9.207,10.0.2.62,46556,63785,BLE,148,13,0.22,1,1,1924,732,26.15,2,1,True,False,normal,0,INFO,,0.196163,0.070689,0.046398,
2024-01-19 23:01:48,ALT_507335,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.12.229,10.0.6.151,4199,443,HTTPS,343,34,0.57,1,0,11662,6363,38.49,23,4,True,False,normal,0,INFO,,0.185261,0.122651,0.006367,
2024-02-14 13:39:03,ALT_398141,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.8.156,10.0.6.11,45983,63531,BLE,178,5,0.08,1,5,890,608,50.14,13,2,False,False,normal,0,LOW,,0.062237,0.083457,0.002339,
2024-02-09 16:09:33,ALT_758046,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.34.250,10.0.1.114,21716,8883,MQTT,792,1162,19.37,16,170,920304,600637,36.39,16,4,False,False,buffer_overflow,42,CRITICAL,GRP_19369,0.793914,0.822848,0.329378,CAMP_030
2024-02-08 21:35:22,ALT_650059,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.48.89,10.0.5.138,7062,8883,MQTT,395,11,0.18,1,3,4345,2879,33.04,21,3,False,False,normal,0,INFO,,0.076195,0.12011,0.057073,
2024-02-11 08:00:57,ALT_119736,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.5.68,10.0.9.35,64159,58177,BLE,398,18,0.3,1,2,7164,2177,7.06,8,6,False,True,normal,0,INFO,,0.143858,0.197525,0.044166,
2024-02-06 10:44:47,ALT_391971,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.15.20,10.0.10.66,23970,8883,MQTT,252,17,0.28,1,2,4284,1334,22.95,10,1,False,False,normal,0,MEDIUM,,0.064763,0.189189,0.032698,
2024-02-10 15:11:15,ALT_337632,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.6.226,10.0.3.146,28847,80,HTTP,306,26,0.43,1,1,7956,3537,41.79,15,5,False,True,normal,0,LOW,,0.140814,0.036943,0.029562,
2024-01-18 10:32:21,ALT_883189,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.17.41,10.0.4.44,8612,1883,MQTT,381,35,0.58,1,4,13335,5444,16.98,10,3,False,False,normal,0,MEDIUM,,0.183892,0.11504,0.046951,
2024-01-20 04:55:11,ALT_860760,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.31.107,10.0.3.161,30434,1883,MQTT,1383,1709,28.48,48,29,2363547,1410467,37.83,4,5,True,True,mqtt_injection,35,MEDIUM,GRP_21993,0.812362,0.704415,0.505786,CAMP_048
2024-01-18 18:31:29,ALT_619765,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.45.14,10.0.5.116,13000,8883,MQTT,345,21,0.35,1,4,7245,3542,19.91,18,3,False,False,normal,0,INFO,,0.176726,0.086824,0.051939,
2024-02-12 12:58:23,ALT_417046,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.32.115,10.0.1.76,48374,443,HTTPS,245,35,0.58,1,2,8575,5723,59.13,12,0,False,False,normal,0,INFO,,0.048734,0.067963,0.063551,
2024-01-17 16:34:52,ALT_655708,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.37.148,10.0.1.14,36500,49252,BLE,828,547,9.12,43,138,452916,295273,59.79,16,2,False,False,ddos,31,LOW,GRP_35285,0.722064,0.519883,0.350707,CAMP_017
2024-01-26 13:05:53,ALT_159292,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.2.213,10.0.2.16,19194,1883,MQTT,148,22,0.37,1,4,3256,1843,47.86,13,4,False,False,normal,0,INFO,,0.025661,0.002097,0.063608,
2024-01-26 20:16:18,ALT_430966,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.38.39,10.0.5.158,42014,80,HTTP,996,1687,28.12,33,27,1680252,787502,49.49,20,4,False,False,buffer_overflow,42,MEDIUM,GRP_26254,0.631919,0.542616,0.381701,CAMP_005
2024-02-06 20:01:28,ALT_515091,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.3.158,10.0.4.108,65517,443,WiFi,514,482,8.03,28,75,247748,149020,40.08,20,1,False,False,firmware_exploit,45,HIGH,GRP_19995,0.769546,0.716558,0.424756,CAMP_038
2024-01-27 12:49:04,ALT_454904,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.42.108,10.0.1.58,35770,80,WiFi,1768,1251,20.85,41,110,2211768,1444446,18.26,12,5,False,True,mitm_ssl_strip,38,MEDIUM,GRP_3781,0.938158,0.704172,0.486695,CAMP_009
2024-01-19 11:17:40,ALT_276887,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.11.173,10.0.10.43,9754,1883,MQTT,339,35,0.58,1,5,11865,5692,27.76,11,4,False,False,normal,0,INFO,,0.138405,0.155916,0.034627,
2024-01-30 03:38:43,ALT_816663,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.19.205,10.0.1.160,11628,1883,MQTT,503,19,0.32,1,4,9557,3295,43.27,3,1,True,False,normal,0,MEDIUM,,0.097975,0.026625,0.040566,
2024-02-02 17:03:16,ALT_219700,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.21.38,10.0.10.124,19384,1883,MQTT,298,17,0.28,1,1,5066,2748,57.03,17,4,False,False,normal,0,LOW,,0.16642,0.096382,0.014969,
2024-02-11 02:16:14,ALT_877352,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.19.142,10.0.9.60,48112,443,WiFi,581,1059,17.65,33,145,615279,311215,4.44,2,6,True,True,ddos,42,HIGH,GRP_36595,0.999315,0.765639,0.447292,CAMP_007
2024-02-11 00:23:03,ALT_926041,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.11.240,10.0.10.72,40173,80,HTTP,979,336,5.6,34,23,328944,191273,25.14,0,6,True,True,ddos,40,MEDIUM,GRP_27445,0.676365,0.56601,0.193224,CAMP_011
2024-01-27 04:07:33,ALT_460948,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.1.51,10.0.8.14,26543,8883,MQTT,1671,241,4.02,42,157,402711,140465,31.8,4,5,True,True,mitm_ssl_strip,38,CRITICAL,GRP_27608,0.687013,0.599298,0.170376,CAMP_018
2024-01-23 02:40:15,ALT_883800,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.47.129,10.0.3.212,24948,8883,MQTT,1851,114,1.9,50,113,211014,67097,11.46,2,1,True,False,replay_attack,28,HIGH,GRP_24334,0.993884,0.807196,0.16962,CAMP_015
2024-01-27 18:41:59,ALT_117719,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.9.195,10.0.7.114,52163,50184,BLE,165,45,0.75,1,1,7425,3266,42.01,18,5,False,True,normal,0,LOW,,0.037267,0.00085,0.00895,
2024-01-18 17:09:44,ALT_941490,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.34.235,10.0.5.122,38271,80,WiFi,183,6,0.1,1,5,1098,711,59.59,17,3,False,False,normal,0,LOW,,0.056201,0.165514,0.021445,
2024-01-18 01:34:03,ALT_308930,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.13.96,10.0.4.20,51502,54230,BLE,462,42,0.7,1,1,19404,7204,31.93,1,3,True,False,normal,0,INFO,,0.149527,0.024453,0.077429,
2024-01-30 00:46:56,ALT_966631,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.42.121,10.0.6.151,61424,80,HTTP,1810,707,11.78,24,71,1279670,848323,0.93,0,1,True,False,replay_attack,28,LOW,GRP_12229,0.750502,0.557057,0.396103,CAMP_014
2024-02-02 19:59:20,ALT_604348,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.28.237,10.0.6.82,62820,80,HTTP,322,17,0.28,1,3,5474,1812,37.25,19,4,False,False,normal,0,INFO,,0.102362,0.197586,0.080358,
2024-01-18 05:31:22,ALT_228045,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.8.189,10.0.10.6,16619,8883,MQTT,394,41,0.68,1,5,16154,6553,50.48,5,3,True,False,normal,0,MEDIUM,,0.039607,0.078522,0.057179,
2024-01-25 14:21:00,ALT_981885,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.26.214,10.0.1.230,58457,443,WiFi,1972,970,16.17,24,15,1912840,1290081,47.74,14,3,False,False,mqtt_injection,32,LOW,GRP_32169,0.878492,0.774717,0.172501,CAMP_025
2024-02-12 19:30:44,ALT_329562,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.10.25,10.0.5.184,43024,8883,MQTT,338,49,0.82,1,1,16562,6468,18.15,19,0,False,False,normal,0,LOW,,0.143524,0.125514,0.068915,
2024-01-30 04:46:31,ALT_511641,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.11.174,10.0.9.142,36451,8883,MQTT,1885,1579,26.32,45,34,2976415,1383912,57.89,4,1,True,False,ble_spoofing,32,HIGH,GRP_33269,0.768146,0.656563,0.169924,CAMP_004
2024-02-13 00:24:38,ALT_885739,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.22.91,10.0.4.156,15661,1883,MQTT,478,40,0.67,1,2,19120,11959,44.59,0,1,True,False,normal,0,LOW,,0.11248,0.182717,0.070203,
2024-02-13 02:05:55,ALT_228622,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.4.120,10.0.6.237,29068,8080,WiFi,1279,1293,21.55,37,35,1653747,1080515,8.2,2,1,True,False,wifi_deauth,25,LOW,GRP_1578,0.65245,0.512196,0.321978,CAMP_008
2024-02-06 09:55:24,ALT_279480,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.40.67,10.0.8.50,41724,80,WiFi,239,26,0.43,1,1,6214,4135,15.09,9,1,False,False,normal,0,INFO,,0.122759,0.043043,0.037526,
2024-02-06 03:33:47,ALT_978334,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.12.234,10.0.4.231,61747,8080,WiFi,297,20,0.33,1,0,5940,2913,44.68,3,1,True,False,normal,0,INFO,,0.044686,0.102171,0.039621,
2024-01-30 21:37:56,ALT_907918,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.3.232,10.0.6.242,7607,80,HTTP,436,38,0.63,1,5,16568,8402,0.16,21,1,False,False,normal,0,LOW,,0.032489,0.055224,0.07076,
2024-02-07 19:42:29,ALT_668962,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.31.5,10.0.2.40,64852,8883,MQTT,999,1939,32.32,47,94,1937061,1131616,32.46,19,2,False,False,ble_spoofing,30,HIGH,GRP_20751,0.836578,0.71146,0.493247,CAMP_001
2024-02-12 14:43:57,ALT_592362,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.33.173,10.0.8.205,63213,8883,MQTT,294,26,0.43,1,2,7644,5079,20.37,14,0,False,False,normal,0,MEDIUM,,0.016666,0.148236,0.072571,
2024-02-14 11:45:40,ALT_743918,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.24.229,10.0.9.57,9708,1883,MQTT,339,9,0.15,1,0,3051,971,0.15,11,2,False,False,normal,0,INFO,,0.164902,0.160216,0.091152,
2024-02-06 03:39:48,ALT_298310,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.42.217,10.0.4.100,9805,1883,MQTT,1938,421,7.02,43,135,815898,536068,51.87,3,1,True,False,mqtt_injection,35,CRITICAL,GRP_26709,0.781626,0.840453,0.595742,CAMP_019
2024-02-07 08:51:04,ALT_901061,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.14.221,10.0.6.75,65299,1883,MQTT,1889,1449,24.15,48,114,2737161,1677927,36.17,8,2,False,False,ble_spoofing,30,HIGH,GRP_23004,0.747578,0.598321,0.547088,CAMP_004
2024-01-18 15:30:11,ALT_226272,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.22.82,10.0.4.108,63672,8883,MQTT,1281,1945,32.42,45,102,2491545,1113826,50.84,15,3,False,False,buffer_overflow,42,CRITICAL,GRP_20167,0.979824,0.812689,0.262964,CAMP_027
2024-02-09 23:01:07,ALT_313008,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.28.47,10.0.7.144,35944,1883,MQTT,291,43,0.72,1,1,12513,4597,23.79,23,4,True,False,normal,0,MEDIUM,,0.086549,0.195832,0.086534,
2024-02-09 12:03:32,ALT_326883,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.42.156,10.0.4.69,39977,52726,BLE,407,47,0.78,1,2,19129,9150,6.68,12,4,False,False,normal,0,INFO,,0.154037,0.154714,0.005959,
2024-01-25 13:45:15,ALT_665547,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.36.156,10.0.3.224,52458,80,HTTP,218,20,0.33,1,4,4360,1494,37.13,13,3,False,False,normal,0,INFO,,0.133687,0.067951,0.090596,
2024-02-07 18:04:36,ALT_478063,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.33.160,10.0.5.179,51626,443,WiFi,1376,1448,24.13,38,97,1992448,1293485,23.43,18,2,False,False,mitm_ssl_strip,38,MEDIUM,GRP_25699,0.864563,0.561187,0.254618,CAMP_012
2024-02-01 02:24:59,ALT_767448,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.16.11,10.0.2.183,20561,61106,BLE,1991,1158,19.3,25,182,2305578,1524647,17.25,2,3,True,False,firmware_exploit,45,MEDIUM,GRP_1706,0.822591,0.613697,0.157115,CAMP_046
2024-01-28 07:32:51,ALT_716927,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.9.116,10.0.10.81,32202,8883,MQTT,508,33,0.55,1,3,16764,6252,10.99,7,6,False,True,normal,0,INFO,,0.110116,0.178081,0.023194,
2024-02-02 19:31:17,ALT_688757,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.29.249,10.0.8.106,25297,1883,MQTT,1875,1156,19.27,40,187,2167500,1443160,28.7,19,4,False,False,replay_attack,28,HIGH,GRP_10173,0.719764,0.634451,0.180922,CAMP_041
2024-02-04 11:07:23,ALT_657014,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.40.208,10.0.4.230,60657,8883,MQTT,863,749,12.48,42,50,646387,334030,32.1,11,6,False,True,firmware_exploit,44,CRITICAL,GRP_36223,0.900369,0.674067,0.497487,CAMP_044
2024-01-30 09:10:53,ALT_799579,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.13.97,10.0.4.229,27366,64012,BLE,400,22,0.37,1,0,8800,4251,1.76,9,1,False,False,normal,0,INFO,,0.085063,0.07837,0.061371,
